Fecha,Hora,Temp_Media_C,Hum_Media_pct,Vel_Viento_ms,Dir_Viento_grados,Rad_Wm2,Precip_mm
01/01/2024,0:30,7.02,97.70,0.29,180.20,0.00,0.00
01/01/2024,1:00,6.98,98.60,0.26,202.50,0.00,0.00
01/01/2024,1:30,6.40,98.60,0.12,186.50,0.00,0.00
01/01/2024,2:00,5.96,99.80,0.18,192.60,0.00,0.00
01/01/2024,2:30,6.18,100.00,0.16,206.70,0.00,0.00
01/01/2024,3:00,6.07,100.00,0.17,197.20,0.00,0.00
01/01/2024,3:30,6.00,100.00,0.37,222.40,0.00,0.00
01/01/2024,4:00,6.11,100.00,0.15,101.40,0.00,0.00
01/01/2024,4:30,6.36,100.00,0.29,212.50,0.00,0.00
01/01/2024,5:00,6.29,100.00,0.56,218.40,0.00,0.00
01/01/2024,5:30,6.00,100.00,0.42,254.30,0.00,0.00
01/01/2024,6:00,5.67,100.00,0.51,280.80,0.00,0.00
01/01/2024,6:30,5.38,100.00,0.21,205.10,0.00,0.00
01/01/2024,7:00,5.29,100.00,0.21,205.20,0.00,0.00
01/01/2024,7:30,5.33,100.00,0.45,214.60,0.38,0.00
01/01/2024,8:00,5.13,100.00,0.51,195.30,5.91,0.00
01/01/2024,8:30,4.69,100.00,0.60,187.70,13.62,0.00
01/01/2024,9:00,4.40,100.00,0.77,191.50,72.90,0.00
01/01/2024,9:30,5.00,100.00,0.67,205.40,111.00,0.00
01/01/2024,10:00,5.69,100.00,0.81,228.00,144.10,0.00
01/01/2024,10:30,6.22,100.00,0.85,238.70,223.10,0.00
01/01/2024,11:00,7.07,100.00,1.01,243.70,373.90,0.00
01/01/2024,11:30,8.16,96.50,1.17,258.40,357.00,0.00
01/01/2024,12:00,9.12,80.30,1.42,265.20,430.80,0.00
01/01/2024,12:30,9.94,72.50,1.30,259.20,461.10,0.00
01/01/2024,13:00,10.85,63.34,1.23,254.50,440.10,0.00
01/01/2024,13:30,11.30,57.43,1.44,242.50,487.60,0.00
01/01/2024,14:00,11.32,55.92,1.31,247.00,416.30,0.00
01/01/2024,14:30,11.36,55.12,1.24,253.30,362.40,0.00
01/01/2024,15:00,11.79,53.21,1.26,251.10,305.40,0.00
01/01/2024,15:30,11.54,53.72,1.27,253.50,225.50,0.00
01/01/2024,16:00,11.45,53.72,1.07,249.00,140.10,0.00
01/01/2024,16:30,10.94,54.12,0.90,250.30,65.70,0.00
01/01/2024,17:00,9.50,58.92,0.77,252.30,13.77,0.00
01/01/2024,17:30,8.04,64.53,0.64,250.90,1.25,0.00
01/01/2024,18:00,7.29,67.70,0.45,226.40,0.00,0.00
01/01/2024,18:30,6.16,72.70,0.59,163.50,0.00,0.00
01/01/2024,19:00,5.83,75.20,0.94,158.10,0.00,0.00
01/01/2024,19:30,5.72,76.30,1.23,147.00,0.00,0.00
01/01/2024,20:00,4.99,79.20,1.30,146.60,0.00,0.00
01/01/2024,20:30,4.65,80.20,1.17,145.10,0.00,0.00
01/01/2024,21:00,4.50,80.70,1.12,159.30,0.00,0.00
01/01/2024,21:30,4.21,81.30,1.42,153.70,0.00,0.00
01/01/2024,22:00,3.67,82.60,1.51,148.00,0.00,0.00
01/01/2024,22:30,3.92,80.80,1.26,161.60,0.00,0.00
01/01/2024,23:00,3.43,82.30,0.92,169.50,0.00,0.00
01/01/2024,23:30,3.12,83.30,1.13,165.30,0.00,0.00
02/01/2024,24:00,3.83,82.10,1.29,167.00,0.00,0.00
02/01/2024,0:30,4.53,81.50,1.96,154.70,0.00,0.00
02/01/2024,1:00,5.17,79.50,1.48,165.70,0.00,0.00
02/01/2024,1:30,4.72,82.30,1.56,166.80,0.00,0.00
02/01/2024,2:00,5.45,83.80,1.79,168.30,0.00,0.00
02/01/2024,2:30,5.19,85.80,0.83,188.40,0.00,0.00
02/01/2024,3:00,4.83,88.30,0.84,175.70,0.00,0.00
02/01/2024,3:30,4.58,89.10,0.91,266.80,0.00,0.00
02/01/2024,4:00,3.56,93.50,0.30,247.60,0.00,0.00
02/01/2024,4:30,3.12,96.10,0.07,347.20,0.00,0.00
02/01/2024,5:00,2.94,98.40,0.11,43.67,0.00,0.00
02/01/2024,5:30,2.63,99.70,0.24,169.00,0.00,0.00
02/01/2024,6:00,2.15,100.00,0.91,155.10,0.02,0.00
02/01/2024,6:30,2.37,100.00,0.83,158.20,0.02,0.00
02/01/2024,7:00,2.30,100.00,1.46,152.80,0.02,0.00
02/01/2024,7:30,3.19,100.00,1.15,169.70,0.62,0.00
02/01/2024,8:00,4.12,99.90,0.66,174.80,4.60,0.00
02/01/2024,8:30,4.99,97.50,0.98,178.00,30.44,0.00
02/01/2024,9:00,6.21,92.00,1.47,197.90,131.90,0.00
02/01/2024,9:30,8.00,84.20,1.97,210.20,237.60,0.00
02/01/2024,10:00,9.47,79.10,1.88,203.70,317.80,0.00
02/01/2024,10:30,10.25,75.30,1.81,218.00,395.70,0.00
02/01/2024,11:00,11.44,70.70,1.80,212.70,451.70,0.00
02/01/2024,11:30,12.01,68.28,1.70,207.30,452.20,0.00
02/01/2024,12:00,12.70,65.94,1.69,237.70,448.40,0.00
02/01/2024,12:30,13.12,64.90,1.63,242.20,450.90,0.00
02/01/2024,13:00,13.83,62.72,1.64,225.60,437.90,0.00
02/01/2024,13:30,14.12,62.08,1.61,245.20,318.10,0.00
02/01/2024,14:00,13.32,65.52,1.37,264.10,174.30,0.00
02/01/2024,14:30,13.76,64.66,1.44,254.20,255.30,0.00
02/01/2024,15:00,14.50,62.88,1.42,244.50,251.80,0.00
02/01/2024,15:30,14.19,63.79,1.40,242.10,151.20,0.00
02/01/2024,16:00,13.54,67.37,0.90,249.40,77.90,0.00
02/01/2024,16:30,13.25,69.06,0.84,236.20,65.86,0.00
02/01/2024,17:00,12.16,72.10,0.50,202.30,16.91,0.00
02/01/2024,17:30,10.86,76.30,0.28,200.40,1.64,0.00
02/01/2024,18:00,10.51,77.80,0.51,219.80,0.00,0.00
02/01/2024,18:30,10.09,79.10,0.66,202.50,0.00,0.00
02/01/2024,19:00,10.23,79.10,1.13,195.40,0.00,0.00
02/01/2024,19:30,10.05,80.40,1.20,201.50,0.00,0.00
02/01/2024,20:00,9.87,81.50,1.52,183.90,0.00,0.00
02/01/2024,20:30,9.54,82.50,1.57,179.40,0.00,0.00
02/01/2024,21:00,9.56,83.00,1.52,182.60,0.00,0.00
02/01/2024,21:30,9.14,83.40,1.83,188.80,0.00,0.00
02/01/2024,22:00,8.85,84.20,1.60,194.20,0.00,0.00
02/01/2024,22:30,9.16,82.30,1.68,161.20,0.00,0.00
02/01/2024,23:00,8.76,82.90,1.52,162.60,0.00,0.00
02/01/2024,23:30,8.51,84.30,1.10,182.30,0.00,0.00
03/01/2024,24:00,8.76,84.30,1.56,198.50,0.00,0.00
03/01/2024,0:30,9.05,82.80,1.69,196.50,0.00,0.00
03/01/2024,1:00,8.78,83.00,1.52,188.20,0.00,0.00
03/01/2024,1:30,9.05,82.10,2.03,167.30,0.00,0.00
03/01/2024,2:00,9.02,82.20,2.18,158.50,0.00,0.00
03/01/2024,2:30,9.40,81.60,1.62,180.00,0.00,0.00
03/01/2024,3:00,9.42,81.00,1.24,177.60,0.00,0.00
03/01/2024,3:30,9.25,81.70,1.33,186.90,0.00,0.00
03/01/2024,4:00,9.42,80.90,1.46,187.00,0.00,0.00
03/01/2024,4:30,9.87,79.10,1.65,208.10,0.00,0.00
03/01/2024,5:00,10.05,78.00,1.81,190.80,0.00,0.00
03/01/2024,5:30,9.05,81.30,1.84,182.80,0.00,0.00
03/01/2024,6:00,8.89,82.50,1.57,193.00,0.00,0.00
03/01/2024,6:30,8.67,82.60,2.01,176.10,0.00,0.00
03/01/2024,7:00,8.62,82.00,2.08,170.70,0.00,0.00
03/01/2024,7:30,9.00,81.00,1.72,169.50,0.46,0.00
03/01/2024,8:00,9.47,78.80,1.20,188.40,5.82,0.00
03/01/2024,8:30,9.85,77.10,1.30,193.20,28.04,0.00
03/01/2024,9:00,10.38,75.10,1.33,174.30,63.36,0.00
03/01/2024,9:30,11.16,73.60,1.23,205.40,119.80,0.00
03/01/2024,10:00,11.96,71.40,1.59,222.50,125.00,0.00
03/01/2024,10:30,12.59,72.00,1.72,228.60,155.70,0.00
03/01/2024,11:00,12.59,72.70,1.90,225.00,169.70,0.00
03/01/2024,11:30,12.79,74.70,1.67,226.20,184.00,0.00
03/01/2024,12:00,12.85,75.40,1.29,247.80,129.10,0.00
03/01/2024,12:30,13.03,74.50,1.12,234.10,122.40,0.00
03/01/2024,13:00,13.12,78.40,1.22,245.90,80.00,0.00
03/01/2024,13:30,12.59,84.10,0.78,260.40,76.80,0.20
03/01/2024,14:00,12.25,89.60,0.77,257.30,72.30,0.00
03/01/2024,14:30,12.01,92.80,0.46,252.10,55.51,0.80
03/01/2024,15:00,12.03,98.70,0.78,242.50,99.70,0.40
03/01/2024,15:30,12.03,100.00,0.82,249.60,61.13,0.00
03/01/2024,16:00,12.05,100.00,0.80,237.80,45.98,0.00
03/01/2024,16:30,11.99,100.00,0.50,211.90,29.56,0.00
03/01/2024,17:00,11.70,100.00,0.46,199.70,14.90,0.00
03/01/2024,17:30,11.46,100.00,0.84,196.50,1.60,0.00
03/01/2024,18:00,11.26,100.00,0.61,199.70,0.00,0.00
03/01/2024,18:30,11.40,100.00,0.83,227.80,0.00,0.00
03/01/2024,19:00,11.38,100.00,0.87,208.90,0.00,0.00
03/01/2024,19:30,11.24,100.00,0.97,238.00,0.00,0.00
03/01/2024,20:00,11.24,100.00,0.90,236.40,0.00,0.00
03/01/2024,20:30,11.02,100.00,1.09,183.20,0.00,0.00
03/01/2024,21:00,10.84,100.00,2.24,169.70,0.00,0.00
03/01/2024,21:30,10.87,100.00,2.14,168.60,0.00,0.00
03/01/2024,22:00,10.38,100.00,1.32,175.10,0.00,0.00
03/01/2024,22:30,10.09,100.00,0.84,181.20,0.00,0.00
03/01/2024,23:00,9.76,100.00,0.38,160.20,0.00,0.00
03/01/2024,23:30,9.67,100.00,0.36,203.10,0.00,0.00
04/01/2024,24:00,9.65,100.00,0.97,169.30,0.00,0.00
04/01/2024,0:30,9.69,100.00,1.32,157.70,0.00,0.00
04/01/2024,1:00,9.74,100.00,0.73,172.20,0.00,0.00
04/01/2024,1:30,9.74,100.00,0.78,166.60,0.00,0.00
04/01/2024,2:00,9.69,100.00,1.46,158.50,0.00,0.00
04/01/2024,2:30,9.78,100.00,0.96,192.20,0.00,0.00
04/01/2024,3:00,9.65,100.00,0.60,190.80,0.00,0.00
04/01/2024,3:30,9.60,100.00,1.01,169.60,0.00,0.00
04/01/2024,4:00,9.78,100.00,1.14,156.80,0.00,0.00
04/01/2024,4:30,9.71,100.00,1.11,152.30,0.00,0.00
04/01/2024,5:00,9.38,100.00,0.59,158.30,0.00,0.00
04/01/2024,5:30,9.18,100.00,0.45,173.00,0.00,0.00
04/01/2024,6:00,8.82,100.00,0.28,148.80,0.00,0.00
04/01/2024,6:30,8.56,100.00,0.86,160.00,0.00,0.20
04/01/2024,7:00,8.69,100.00,0.15,164.50,0.00,0.00
04/01/2024,7:30,8.36,100.00,0.03,260.30,0.28,0.00
04/01/2024,8:00,8.49,100.00,0.38,133.80,7.15,0.00
04/01/2024,8:30,8.96,100.00,0.90,148.50,19.33,0.00
04/01/2024,9:00,9.60,100.00,1.20,151.70,55.88,0.00
04/01/2024,9:30,10.20,100.00,0.68,160.40,97.50,0.00
04/01/2024,10:00,11.00,100.00,0.57,194.30,126.50,0.00
04/01/2024,10:30,11.49,97.20,0.70,193.50,107.20,0.00
04/01/2024,11:00,12.04,91.60,1.04,204.30,201.00,0.00
04/01/2024,11:30,12.97,85.40,1.14,190.30,229.90,0.00
04/01/2024,12:00,13.19,81.60,1.22,203.70,163.60,0.00
04/01/2024,12:30,13.19,78.60,1.51,197.60,188.30,0.00
04/01/2024,13:00,13.30,79.90,1.42,188.30,168.20,0.00
04/01/2024,13:30,12.92,82.40,1.55,200.40,129.70,0.00
04/01/2024,14:00,13.16,83.20,1.56,202.20,157.60,0.00
04/01/2024,14:30,13.10,84.10,1.47,201.00,145.30,0.00
04/01/2024,15:00,13.41,83.20,1.63,199.40,166.30,0.00
04/01/2024,15:30,13.50,84.20,1.62,187.10,141.00,0.00
04/01/2024,16:00,13.23,84.20,1.79,198.00,60.16,0.00
04/01/2024,16:30,12.94,85.10,1.76,193.80,45.29,0.00
04/01/2024,17:00,12.43,86.90,2.04,188.40,11.50,0.00
04/01/2024,17:30,11.99,88.20,2.31,196.30,0.85,0.00
04/01/2024,18:00,11.88,89.10,2.05,176.70,0.00,0.00
04/01/2024,18:30,11.52,91.70,1.82,197.20,0.00,0.00
04/01/2024,19:00,11.40,93.10,1.90,193.70,0.00,0.40
04/01/2024,19:30,11.15,97.50,2.15,195.00,0.00,0.40
04/01/2024,20:00,11.04,99.90,1.72,197.80,0.00,0.80
04/01/2024,20:30,11.00,100.00,2.06,215.30,0.00,0.00
04/01/2024,21:00,10.98,100.00,1.12,251.60,0.00,1.60
04/01/2024,21:30,10.16,100.00,1.56,249.00,0.00,2.00
04/01/2024,22:00,9.96,100.00,1.53,244.80,0.00,0.60
04/01/2024,22:30,9.74,100.00,1.42,234.50,0.00,0.20
04/01/2024,23:00,9.47,100.00,1.36,234.70,0.00,0.00
04/01/2024,23:30,9.47,100.00,1.67,234.90,0.00,0.00
05/01/2024,24:00,9.42,100.00,1.33,236.80,0.00,0.00
05/01/2024,0:30,9.40,100.00,1.30,236.00,0.00,0.00
05/01/2024,1:00,8.96,100.00,1.53,240.40,0.00,0.00
05/01/2024,1:30,8.18,100.00,1.47,240.30,0.00,0.00
05/01/2024,2:00,7.60,100.00,1.61,235.30,0.00,0.00
05/01/2024,2:30,7.27,100.00,1.79,239.70,0.00,0.00
05/01/2024,3:00,7.07,99.90,1.99,239.10,0.00,0.00
05/01/2024,3:30,7.22,99.90,1.70,239.10,0.00,0.00
05/01/2024,4:00,7.02,100.00,1.40,229.50,0.00,0.00
05/01/2024,4:30,7.07,99.90,1.55,228.60,0.00,0.00
05/01/2024,5:00,6.80,98.80,1.21,223.10,0.00,0.00
05/01/2024,5:30,6.60,98.50,2.06,238.20,0.00,0.20
05/01/2024,6:00,6.31,95.70,1.71,248.90,0.00,0.00
05/01/2024,6:30,6.40,95.00,1.77,237.30,0.00,0.00
05/01/2024,7:00,6.00,95.90,1.71,239.40,0.00,0.00
05/01/2024,7:30,5.76,95.30,1.75,236.40,0.85,0.00
05/01/2024,8:00,5.54,94.90,1.97,237.50,12.57,0.00
05/01/2024,8:30,5.82,93.10,2.10,240.80,53.16,0.00
05/01/2024,9:00,6.07,90.90,2.00,240.30,62.52,0.00
05/01/2024,9:30,6.00,90.40,1.92,239.50,144.50,0.00
05/01/2024,10:00,6.51,88.40,1.97,247.80,152.80,0.00
05/01/2024,10:30,6.09,88.30,1.87,262.50,71.60,0.20
05/01/2024,11:00,6.13,89.10,1.86,258.90,220.60,0.00
05/01/2024,11:30,6.69,84.90,1.82,270.20,135.30,0.00
05/01/2024,12:00,7.18,79.60,2.50,299.10,207.80,0.00
05/01/2024,12:30,7.22,73.00,2.78,300.00,319.60,0.00
05/01/2024,13:00,8.05,68.17,3.56,316.00,257.70,0.00
05/01/2024,13:30,7.87,66.37,3.44,313.70,245.80,0.00
05/01/2024,14:00,8.05,64.83,3.20,311.50,218.10,0.00
05/01/2024,14:30,7.87,66.70,3.56,313.70,284.50,0.00
05/01/2024,15:00,8.25,62.23,3.18,314.70,107.30,0.00
05/01/2024,15:30,7.98,62.30,3.82,328.40,207.60,0.00
05/01/2024,16:00,7.82,65.03,3.47,321.90,62.16,0.00
05/01/2024,16:30,7.09,68.26,2.57,317.30,22.42,0.00
05/01/2024,17:00,6.89,70.30,1.97,319.90,9.93,0.00
05/01/2024,17:30,6.67,71.30,1.54,324.10,2.29,0.00
05/01/2024,18:00,5.98,74.50,1.94,321.20,0.00,0.00
05/01/2024,18:30,5.71,72.60,1.76,297.20,0.00,0.00
05/01/2024,19:00,5.33,74.00,1.56,274.40,0.00,0.00
05/01/2024,19:30,4.85,76.50,1.10,259.20,0.00,0.00
05/01/2024,20:00,5.23,76.70,1.17,257.70,0.00,0.00
05/01/2024,20:30,4.87,80.80,1.61,236.20,0.00,0.00
05/01/2024,21:00,4.56,83.10,1.48,241.20,0.00,0.00
05/01/2024,21:30,4.54,82.90,1.44,243.10,0.00,0.00
05/01/2024,22:00,4.61,82.10,1.67,242.20,0.00,0.00
05/01/2024,22:30,4.32,83.80,1.51,240.10,0.00,0.00
05/01/2024,23:00,4.21,83.50,1.61,238.90,0.00,0.00
05/01/2024,23:30,3.92,83.90,1.51,238.30,0.00,0.00
06/01/2024,24:00,3.83,82.40,1.60,240.40,0.00,0.00
06/01/2024,0:30,3.43,82.80,1.62,237.20,0.00,0.00
06/01/2024,1:00,3.25,83.40,1.80,237.30,0.00,0.00
06/01/2024,1:30,3.05,85.50,1.59,238.00,0.00,0.00
06/01/2024,2:00,2.76,86.70,1.48,237.70,0.00,0.00
06/01/2024,2:30,2.52,88.30,1.61,241.10,0.00,0.00
06/01/2024,3:00,2.54,89.20,1.53,237.30,0.00,0.00
06/01/2024,3:30,2.30,90.30,1.45,235.40,0.00,0.00
06/01/2024,4:00,1.97,91.80,1.17,229.80,0.00,0.00
06/01/2024,4:30,1.39,93.80,0.78,222.90,0.00,0.00
06/01/2024,5:00,0.81,95.90,0.37,206.70,0.00,0.00
06/01/2024,5:30,0.41,97.60,0.68,177.20,0.00,0.00
06/01/2024,6:00,0.46,99.10,0.55,188.40,0.02,0.00
06/01/2024,6:30,0.37,100.00,0.67,191.30,0.03,0.00
06/01/2024,7:00,0.37,100.00,0.91,210.20,0.03,0.00
06/01/2024,7:30,0.66,100.00,1.01,225.50,1.47,0.00
06/01/2024,8:00,0.74,100.00,1.08,229.90,13.10,0.00
06/01/2024,8:30,1.12,100.00,1.25,235.10,34.92,0.00
06/01/2024,9:00,1.72,99.40,1.32,230.00,131.20,0.00
06/01/2024,9:30,2.37,95.90,1.17,233.30,224.10,0.00
06/01/2024,10:00,3.83,88.40,1.13,247.90,305.10,0.00
06/01/2024,10:30,4.63,79.90,1.19,248.30,370.30,0.00
06/01/2024,11:00,5.62,77.60,1.24,247.70,420.90,0.00
06/01/2024,11:30,6.31,74.70,1.28,258.40,460.30,0.00
06/01/2024,12:00,7.06,69.54,1.45,279.60,486.90,0.00
06/01/2024,12:30,7.21,70.30,1.54,283.80,283.40,0.00
06/01/2024,13:00,8.01,65.14,2.05,294.60,445.80,0.00
06/01/2024,13:30,8.74,60.52,2.24,307.10,479.90,0.00
06/01/2024,14:00,8.54,58.17,2.81,315.90,435.40,0.00
06/01/2024,14:30,8.67,57.88,2.80,314.90,384.50,0.00
06/01/2024,15:00,8.83,57.79,2.68,310.80,322.60,0.00
06/01/2024,15:30,8.61,57.79,2.98,316.90,246.60,0.00
06/01/2024,16:00,8.32,58.52,2.83,323.50,145.50,0.00
06/01/2024,16:30,7.57,60.96,2.37,315.90,54.21,0.00
06/01/2024,17:00,6.67,64.36,1.26,312.30,11.52,0.00
06/01/2024,17:30,5.76,68.15,0.30,231.30,1.51,0.00
06/01/2024,18:00,4.89,71.10,0.36,196.30,0.00,0.00
06/01/2024,18:30,4.47,71.20,0.46,253.70,0.00,0.00
06/01/2024,19:00,3.94,72.40,0.48,215.00,0.00,0.00
06/01/2024,19:30,3.52,73.10,0.45,238.80,0.00,0.00
06/01/2024,20:00,3.33,72.70,0.28,219.40,0.00,0.00
06/01/2024,20:30,2.59,75.90,0.78,168.50,0.00,0.00
06/01/2024,21:00,2.15,78.30,0.54,182.20,0.00,0.00
06/01/2024,21:30,1.83,78.90,0.25,196.10,0.00,0.00
06/01/2024,22:00,1.86,77.90,0.77,163.70,0.00,0.00
06/01/2024,22:30,1.12,81.90,0.83,157.10,0.00,0.00
06/01/2024,23:00,0.92,81.20,0.94,162.00,0.00,0.00
06/01/2024,23:30,0.57,82.40,0.53,181.50,0.00,0.00
07/01/2024,24:00,0.26,83.80,0.59,174.70,0.00,0.00
07/01/2024,0:30,0.46,86.00,0.91,170.70,0.00,0.00
07/01/2024,1:00,0.50,87.60,0.80,173.10,0.00,0.00
07/01/2024,1:30,0.41,91.30,0.74,179.50,0.00,0.00
07/01/2024,2:00,0.52,93.90,0.73,176.40,0.00,0.00
07/01/2024,2:30,0.61,94.60,0.85,175.60,0.00,0.00
07/01/2024,3:00,0.68,93.20,0.70,176.10,0.00,0.00
07/01/2024,3:30,0.94,92.50,0.79,176.20,0.00,0.00
07/01/2024,4:00,0.70,90.70,0.84,161.70,0.00,0.00
07/01/2024,4:30,0.39,90.20,0.57,175.90,0.00,0.00
07/01/2024,5:00,0.17,91.30,0.96,155.40,0.00,0.00
07/01/2024,5:30,0.26,90.80,1.09,156.60,0.00,0.00
07/01/2024,6:00,0.21,91.30,1.14,152.60,0.00,0.00
07/01/2024,6:30,0.08,92.10,1.04,146.50,0.01,0.00
07/01/2024,7:00,0.12,93.20,0.96,157.40,0.01,0.00
07/01/2024,7:30,-0.10,94.50,0.80,146.40,1.21,0.00
07/01/2024,8:00,-0.37,95.10,0.77,138.80,10.44,0.00
07/01/2024,8:30,-0.23,94.70,0.73,149.50,35.72,0.00
07/01/2024,9:00,1.15,90.20,0.58,154.50,133.90,0.00
07/01/2024,9:30,3.19,80.10,0.52,186.00,231.00,0.00
07/01/2024,10:00,4.19,75.10,0.52,231.70,299.80,0.20
07/01/2024,10:30,4.05,74.40,0.62,291.40,366.70,0.00
07/01/2024,11:00,4.82,72.40,0.91,284.50,425.30,0.00
07/01/2024,11:30,5.31,70.50,1.07,284.60,462.80,0.00
07/01/2024,12:00,6.13,66.34,0.94,270.70,486.70,0.00
07/01/2024,12:30,6.74,63.64,1.05,284.80,479.60,0.00
07/01/2024,13:00,7.39,62.57,0.96,277.80,490.60,0.00
07/01/2024,13:30,7.76,60.70,1.09,272.40,471.10,0.00
07/01/2024,14:00,8.19,58.14,1.23,298.30,435.10,0.00
07/01/2024,14:30,7.94,55.30,1.68,321.00,387.60,0.00
07/01/2024,15:00,8.50,54.50,1.99,330.20,328.20,0.00
07/01/2024,15:30,8.23,54.03,2.05,332.50,253.10,0.00
07/01/2024,16:00,8.12,53.81,2.06,324.20,161.60,0.00
07/01/2024,16:30,7.88,53.66,1.59,325.60,78.10,0.00
07/01/2024,17:00,7.11,57.56,1.32,326.70,22.30,0.00
07/01/2024,17:30,5.76,62.36,0.27,323.00,2.54,0.00
07/01/2024,18:00,4.80,66.30,0.34,226.60,0.00,0.00
07/01/2024,18:30,3.83,71.40,0.53,183.40,0.00,0.00
07/01/2024,19:00,2.72,76.80,0.49,175.10,0.00,0.00
07/01/2024,19:30,2.37,78.70,0.64,155.40,0.00,0.00
07/01/2024,20:00,1.68,80.70,0.74,155.40,0.00,0.00
07/01/2024,20:30,0.97,81.90,0.84,154.50,0.00,0.00
07/01/2024,21:00,0.72,83.30,0.96,151.20,0.00,0.00
07/01/2024,21:30,0.48,84.60,1.07,150.70,0.00,0.00
07/01/2024,22:00,-0.26,87.00,1.13,147.60,0.00,0.00
07/01/2024,22:30,-0.59,88.80,1.03,127.00,0.00,0.00
07/01/2024,23:00,-0.92,89.30,0.89,129.40,0.00,0.00
07/01/2024,23:30,-0.97,90.70,1.31,140.40,0.00,0.00
08/01/2024,24:00,-0.92,88.60,1.43,146.60,0.00,0.00
08/01/2024,0:30,-0.57,86.50,1.14,153.40,0.00,0.00
08/01/2024,1:00,-0.37,84.60,0.75,165.80,0.00,0.00
08/01/2024,1:30,-0.63,84.70,0.51,178.90,0.00,0.00
08/01/2024,2:00,-0.68,85.00,0.48,173.70,0.00,0.00
08/01/2024,2:30,-1.03,85.60,0.86,155.70,0.00,0.00
08/01/2024,3:00,-0.87,86.70,1.29,147.00,0.00,0.00
08/01/2024,3:30,-0.92,86.50,1.28,145.50,0.00,0.00
08/01/2024,4:00,-1.19,86.60,1.12,145.90,0.00,0.00
08/01/2024,4:30,-1.76,88.80,1.26,144.30,0.00,0.00
08/01/2024,5:00,-2.67,91.20,1.11,146.50,0.00,0.00
08/01/2024,5:30,-2.72,92.90,1.19,144.00,0.00,0.00
08/01/2024,6:00,-3.05,92.90,1.28,151.60,0.00,0.00
08/01/2024,6:30,-3.16,92.90,1.07,148.20,0.00,0.00
08/01/2024,7:00,-2.58,91.60,1.12,145.40,0.00,0.00
08/01/2024,7:30,-3.03,90.50,1.25,144.60,1.52,0.00
08/01/2024,8:00,-2.61,90.00,1.24,146.90,14.46,0.00
08/01/2024,8:30,-1.29,86.60,1.30,149.60,41.39,0.00
08/01/2024,9:00,-0.12,82.70,1.39,148.70,145.20,0.00
08/01/2024,9:30,1.50,79.00,1.38,148.20,229.50,0.00
08/01/2024,10:00,3.44,73.80,0.86,159.50,309.00,0.00
08/01/2024,10:30,4.56,67.09,0.50,189.70,374.10,0.00
08/01/2024,11:00,5.13,63.57,0.64,294.60,427.70,0.00
08/01/2024,11:30,5.16,64.63,0.91,296.90,460.90,0.00
08/01/2024,12:00,5.86,63.43,1.20,282.20,490.50,0.00
08/01/2024,12:30,6.37,60.61,0.85,283.80,499.80,0.00
08/01/2024,13:00,6.34,59.70,1.11,312.10,494.80,0.00
08/01/2024,13:30,6.90,56.25,1.23,314.50,474.70,0.00
08/01/2024,14:00,7.39,54.56,0.95,302.80,440.60,0.00
08/01/2024,14:30,7.81,52.32,0.95,317.80,341.50,0.00
08/01/2024,15:00,6.81,54.92,0.59,294.70,146.20,0.00
08/01/2024,15:30,7.30,53.88,0.45,287.90,208.70,0.00
08/01/2024,16:00,7.73,52.98,0.42,275.80,131.30,0.00
08/01/2024,16:30,6.84,56.83,0.25,302.30,60.56,0.00
08/01/2024,17:00,6.33,60.65,0.25,348.00,18.53,0.00
08/01/2024,17:30,5.45,67.14,0.52,42.02,1.48,0.00
08/01/2024,18:00,4.78,70.40,0.73,78.20,0.00,0.00
08/01/2024,18:30,4.67,69.92,0.92,94.10,0.00,0.00
08/01/2024,19:00,4.00,72.00,0.51,109.70,0.00,0.00
08/01/2024,19:30,3.63,74.90,1.00,141.90,0.00,0.00
08/01/2024,20:00,3.81,72.90,1.33,140.40,0.00,0.00
08/01/2024,20:30,3.56,73.90,0.75,141.60,0.00,0.00
08/01/2024,21:00,3.65,74.10,0.84,138.40,0.00,0.00
08/01/2024,21:30,3.83,73.70,0.50,147.80,0.00,0.00
08/01/2024,22:00,3.67,74.40,0.03,158.40,0.00,0.00
08/01/2024,22:30,3.25,77.50,0.02,164.90,0.00,0.00
08/01/2024,23:00,3.58,77.60,0.43,146.50,0.00,0.00
08/01/2024,23:30,4.16,73.50,0.86,158.70,0.00,0.00
09/01/2024,24:00,4.01,76.30,0.42,166.50,0.00,0.00
09/01/2024,0:30,4.07,81.00,0.56,191.70,0.00,0.00
09/01/2024,1:00,4.25,82.00,0.88,206.30,0.00,0.00
09/01/2024,1:30,4.16,83.50,0.75,221.60,0.00,0.20
09/01/2024,2:00,3.87,89.10,0.36,194.60,0.00,0.20
09/01/2024,2:30,3.72,94.40,0.68,159.70,0.00,0.00
09/01/2024,3:00,3.87,93.90,0.40,150.30,0.00,0.00
09/01/2024,3:30,3.90,93.60,0.49,139.40,0.00,0.00
09/01/2024,4:00,3.87,93.40,0.14,191.20,0.00,0.00
09/01/2024,4:30,3.81,94.60,0.56,151.30,0.00,0.00
09/01/2024,5:00,3.74,94.20,0.36,150.30,0.00,0.00
09/01/2024,5:30,3.87,92.60,0.28,144.40,0.00,0.00
09/01/2024,6:00,3.67,92.50,0.42,136.30,0.00,0.00
09/01/2024,6:30,3.50,93.10,0.77,138.40,0.00,0.00
